date,home_team,away_team,home_elo_before,away_elo_before,outcome,tournament
2016-10-06,Japan,Iraq,1513.1541918517266,1395.3543928720517,home_win,FIFA World Cup qualification
2016-10-06,Paraguay,Colombia,1427.8141945187224,1599.772043818892,away_win,FIFA World Cup qualification
2016-10-07,Belgium,Bosnia and Herzegovina,1594.2896537396848,1506.6137454631908,home_win,FIFA World Cup qualification
2016-10-08,Germany,Czechia,1612.6953268286227,1450.5518604363383,home_win,FIFA World Cup qualification
2016-10-08,Mexico,New Zealand,1583.2786269654207,1470.4734576143233,home_win,Friendly
2016-10-08,Senegal,Cabo Verde,1489.7912703468664,1477.2558437717362,home_win,FIFA World Cup qualification
2016-10-10,Netherlands,France,1531.754542247179,1550.4831409639291,away_win,FIFA World Cup qualification
2016-10-11,Mexico,Panama,1590.1413080719706,1458.8962857095091,home_win,Friendly
2016-10-11,South Africa,Ghana,1472.3178189641128,1477.0186168066455,draw,Friendly
2016-10-11,Morocco,Canada,1518.2108631718443,1474.5261171455136,home_win,Friendly
2016-10-11,IR Iran,Korea Republic,1536.476538126839,1511.138598533864,home_win,FIFA World Cup qualification
2016-10-11,Australia,Japan,1445.05307412282,1526.6215209462434,draw,FIFA World Cup qualification
2016-10-11,Colombia,Uruguay,1610.6095623408205,1497.2211790589904,draw,FIFA World Cup qualification
2016-10-11,Argentina,Paraguay,1644.718779966025,1416.9766759967938,away_win,FIFA World Cup qualification
2016-11-06,Jordan,Iraq,1404.1653337286707,1381.8870637775349,draw,Friendly
2016-11-09,Netherlands,Belgium,1512.8316040216291,1609.347096195942,draw,Friendly
2016-11-10,Brazil,Argentina,1617.2167370456616,1613.2116362345296,home_win,FIFA World Cup qualification
2016-11-10,Uruguay,Ecuador,1503.5260689149845,1504.867341632305,home_win,FIFA World Cup qualification
2016-11-10,Uzbekistan,Jordan,1491.9393595527079,1403.5249909527438,home_win,Friendly
2016-11-11,United States,Mexico,1508.6449995191588,1596.5337585035209,away_win,FIFA World Cup qualification
2016-11-11,France,Sweden,1569.406079189479,1456.7237507816023,home_win,FIFA World Cup qualification
2016-11-11,Korea Republic,Canada,1492.5945872444445,1465.7768809353274,home_win,Friendly
2016-11-11,Czechia,Norway,1439.2622227003162,1450.6746883808933,home_win,FIFA World Cup qualification
2016-11-11,England,Scotland,1552.1455133055113,1484.0612231168275,home_win,FIFA World Cup qualification
2016-11-12,Morocco,Côte d'Ivoire,1526.9600993820304,1528.7509274389909,draw,FIFA World Cup qualification
2016-11-13,Egypt,Ghana,1425.0677142584211,1476.8833252240904,home_win,FIFA World Cup qualification
2016-11-15,Argentina,Colombia,1593.4421781583017,1604.3046724848264,home_win,FIFA World Cup qualification
2016-11-15,England,Spain,1568.2756756803628,1537.3060280852496,draw,Friendly
2016-11-15,France,Côte d'Ivoire,1583.1378173915773,1528.6478400022304,draw,Friendly
2016-11-15,Japan,Saudi Arabia,1522.0104717547335,1465.637499636645,home_win,FIFA World Cup qualification
2016-11-15,Korea Republic,Uzbekistan,1501.8242408897363,1499.448134755787,home_win,FIFA World Cup qualification
2016-11-15,Panama,Mexico,1452.5038352779588,1611.579698328492,draw,FIFA World Cup qualification
2017-01-08,Côte d'Ivoire,Sweden,1530.2034539364838,1442.992012579504,home_win,Friendly
2017-01-08,Egypt,Tunisia,1448.028541560433,1528.4314540857476,home_win,Friendly
2017-01-15,Tunisia,Senegal,1516.1577175704672,1509.0699861392707,away_win,African Cup of Nations
2017-01-16,DR Congo,Morocco,1457.5175664269445,1527.0631868187909,home_win,African Cup of Nations
2017-01-19,Algeria,Tunisia,1477.911135448566,1490.6477850342346,away_win,African Cup of Nations
2017-01-20,Côte d'Ivoire,DR Congo,1537.7447312984586,1487.455994952587,draw,African Cup of Nations
2017-01-23,Senegal,Algeria,1534.5799186755032,1453.8272007319385,draw,African Cup of Nations
2017-01-24,Morocco,Côte d'Ivoire,1497.1247582931485,1534.1512260149623,home_win,African Cup of Nations
2017-01-25,Egypt,Ghana,1460.3022780757135,1453.9224979220785,home_win,African Cup of Nations
2017-01-26,Brazil,Colombia,1636.9861951218895,1583.679580706643,home_win,Friendly
2017-01-29,Egypt,Morocco,1484.8432675806969,1524.7789861051658,home_win,African Cup of Nations
2017-01-29,DR Congo,Ghana,1491.0495002360833,1429.3815084170951,away_win,African Cup of Nations
2017-03-18,IR Iran,Iraq,1555.0205494162585,1382.5274065534618,away_win,Friendly
2017-03-22,Germany,England,1623.9849645646448,1567.3866509196798,home_win,Friendly
2017-03-22,Scotland,Canada,1467.931060741976,1456.5472272900356,draw,Friendly
2017-03-23,Iraq,Australia,1397.1208121012571,1449.6641233143298,draw,FIFA World Cup qualification
2017-03-23,Paraguay,Ecuador,1448.4838197282893,1484.7901321517525,home_win,FIFA World Cup qualification
2017-03-23,Qatar,IR Iran,1463.9907732644938,1540.4271438684632,away_win,FIFA World Cup qualification
2017-03-23,Uruguay,Brazil,1523.603278395537,1645.4638343743138,away_win,FIFA World Cup qualification
2017-03-27,Côte d'Ivoire,Senegal,1506.496998202945,1528.87171362047,draw,Friendly
2017-03-28,Saudi Arabia,Iraq,1448.8544081999908,1400.1225983697177,home_win,FIFA World Cup qualification
2017-03-28,Portugal,Sweden,1534.9864471939868,1435.4507352175292,away_win,Friendly
2017-03-28,Uzbekistan,Qatar,1479.58491228744,1448.3211642201359,home_win,FIFA World Cup qualification
2017-03-28,Panama,United States,1461.070557516442,1493.5990596941876,draw,FIFA World Cup qualification
2017-03-28,Ecuador,Colombia,1462.7077470556933,1575.2019414542187,away_win,FIFA World Cup qualification
2017-03-28,France,Spain,1581.5822034573239,1538.1950528459327,away_win,Friendly
2017-03-28,Morocco,Tunisia,1496.9179691666807,1514.731719750862,home_win,Friendly
2017-03-28,Brazil,Paraguay,1658.7231503941164,1470.5662048243485,home_win,FIFA World Cup qualification
2017-05-28,Mexico,Croatia,1603.0129760900088,1485.193991287962,away_win,Friendly
2017-05-31,Morocco,Netherlands,1507.4302413103997,1515.5402247580425,away_win,Friendly
2017-06-01,Iraq,Jordan,1382.9095744587605,1396.0162157496648,home_win,Friendly
2017-06-02,France,Paraguay,1570.3398720541181,1460.449551478525,home_win,Friendly
2017-06-04,Netherlands,Côte d'Ivoire,1525.3068430565263,1507.1401054709597,home_win,Friendly
2017-06-05,Belgium,Czechia,1606.6384754595285,1459.9189408574555,home_win,Friendly
2017-06-07,Spain,Colombia,1549.4373842491384,1588.9434473838407,draw,Friendly
2017-06-07,Iraq,Korea Republic,1393.2866350719264,1521.6874633580833,draw,Friendly
2017-06-08,Australia,Saudi Arabia,1446.6623370458692,1466.067432110948,home_win,FIFA World Cup qualification
2017-06-09,Argentina,Brazil,1614.067269936485,1668.8398037399397,home_win,Superclásico de las Américas
2017-06-09,Sweden,France,1448.2397159802433,1577.2783893815424,home_win,FIFA World Cup qualification
2017-06-10,Norway,Czechia,1430.017970223754,1453.9075429066927,draw,FIFA World Cup qualification
2017-06-10,Scotland,England,1467.6035248788735,1559.0014225948603,draw,FIFA World Cup qualification
2017-06-11,Mexico,United States,1589.7461473490532,1491.7320206163865,draw,FIFA World Cup qualification
2017-06-11,Tunisia,Egypt,1504.2194476071431,1512.704284519182,home_win,African Cup of Nations qualification
2017-06-12,IR Iran,Uzbekistan,1556.096752912821,1497.7900680569853,home_win,FIFA World Cup qualification
2017-06-13,Qatar,Korea Republic,1430.1160084505905,1518.1513316709754,home_win,FIFA World Cup qualification
2017-06-13,Iraq,Japan,1396.8227667590343,1538.7935631913879,draw,FIFA World Cup qualification
2017-06-13,Norway,Sweden,1431.3910014031271,1475.344084575766,draw,Friendly
2017-06-13,Canada,Curaçao,1456.874763153138,1500.0,home_win,Friendly
2017-06-13,France,England,1550.1740207860198,1553.8582339631005,home_win,Friendly
2017-06-13,Australia,Brazil,1467.7782240217005,1648.6035934244326,away_win,Friendly
2017-06-18,Portugal,Mexico,1522.1974664312727,1584.2490605038995,draw,Confederations Cup
2017-06-19,Australia,Germany,1462.5587524405087,1632.3701928894643,away_win,Confederations Cup
2017-06-21,Mexico,New Zealand,1579.389155747043,1463.6107765077734,home_win,Confederations Cup
2017-06-24,New Zealand,Portugal,1444.9500004744064,1527.057371188129,away_win,Confederations Cup
2017-06-29,Germany,Mexico,1647.4063949526044,1598.0499317804101,home_win,Confederations Cup
2017-07-01,Mexico,Paraguay,1574.4304937980332,1453.5110341511008,home_win,Friendly
2017-07-01,United States,Ghana,1497.2291074615403,1458.7728581009085,home_win,Friendly
2017-07-02,Portugal,Mexico,1548.1768038462103,1581.0841837583498,home_win,Confederations Cup
2017-07-08,United States,Panama,1506.1267457773633,1462.9375965942431,draw,Gold Cup
2017-07-16,Curaçao,Mexico,1488.7650914266735,1550.987280714216,away_win,Gold Cup
2017-08-31,Brazil,Ecuador,1653.8230650056244,1448.9662411260713,home_win,FIFA World Cup qualification
2017-08-31,France,Netherlands,1560.280056990891,1534.78443832264,home_win,FIFA World Cup qualification
2017-08-31,Japan,Australia,1531.0474754087202,1447.5225503773686,home_win,FIFA World Cup qualification
2017-08-31,Korea Republic,IR Iran,1493.1893530701868,1572.7715088167447,draw,FIFA World Cup qualification
2017-08-31,Uruguay,Argentina,1510.3439623757345,1634.3034802519921,draw,FIFA World Cup qualification
2017-09-01,Cabo Verde,South Africa,1457.977127979332,1472.4531105466679,home_win,FIFA World Cup qualification
2017-09-01,Czechia,Germany,1452.5345117273196,1671.0258329349813,away_win,FIFA World Cup qualification
2017-09-01,Mexico,Panama,1571.5572945750448,1466.0293966542934,home_win,FIFA World Cup qualification
2017-09-01,Tunisia,DR Congo,1522.146735830881,1461.65815055227,home_win,FIFA World Cup qualification
2017-09-04,Germany,Norway,1679.8803799569034,1432.6493669959177,home_win,FIFA World Cup qualification
2017-09-05,Uzbekistan,Korea Republic,1481.1153121530617,1497.691998136839,draw,FIFA World Cup qualification
2017-09-05,Türkiye,Croatia,1505.845001831967,1498.4608200289176,home_win,FIFA World Cup qualification
2017-09-05,South Africa,Cabo Verde,1451.6202878735157,1478.809950652484,away_win,FIFA World Cup qualification
2017-09-05,Colombia,Brazil,1587.8112468462389,1663.230543170583,draw,FIFA World Cup qualification
2017-09-05,Paraguay,Uruguay,1446.8573441907843,1517.1915285211073,away_win,FIFA World Cup qualification
2017-09-05,Saudi Arabia,Japan,1444.9515451351167,1546.3299281310267,home_win,FIFA World Cup qualification
2017-09-05,DR Congo,Tunisia,1445.105393962362,1538.6994924207888,draw,FIFA World Cup qualification
2017-10-05,Colombia,Paraguay,1592.0857998162282,1430.8516894848542,away_win,FIFA World Cup qualification
2017-10-06,Japan,New Zealand,1520.6542901025061,1423.8305678163251,home_win,Kirin Challenge Cup
2017-10-06,United States,Panama,1503.0349457173131,1451.923911382498,home_win,FIFA World Cup qualification
2017-10-07,Bosnia and Herzegovina,Belgium,1491.5563030069336,1612.6498734102913,away_win,FIFA World Cup qualification
2017-10-07,Cabo Verde,Senegal,1497.2479752340737,1528.2286063524552,away_win,FIFA World Cup qualification
2017-10-10,Korea Republic,Morocco,1496.7384907945768,1497.663623011916,away_win,Friendly
2017-10-10,Saudi Arabia,Ghana,1470.6271831636373,1449.8752197850854,away_win,Friendly
2017-10-10,Qatar,Curaçao,1455.077987051379,1468.1950775658447,away_win,Friendly
2017-10-10,Portugal,Switzerland,1578.273706890344,1474.3024697189467,home_win,FIFA World Cup qualification
2017-10-10,Japan,Haiti,1527.9374506417862,1416.7276869250566,draw,Kirin Challenge Cup
2017-10-10,Ecuador,Argentina,1439.5587629611127,1627.4559141066193,away_win,FIFA World Cup qualification
2017-10-10,Netherlands,Sweden,1516.249455367009,1474.0857189829753,home_win,FIFA World Cup qualification
2017-11-09,IR Iran,Panama,1568.2688637500926,1434.8450570288194,home_win,Friendly
2017-11-09,Scotland,Netherlands,1472.7467135106333,1533.8341610673383,away_win,Friendly
2017-11-10,Portugal,Saudi Arabia,1592.4611247068242,1460.0306029187166,home_win,Friendly
2017-11-10,South Africa,Senegal,1433.1822632919261,1546.4499295676098,away_win,FIFA World Cup qualification
2017-11-10,Korea Republic,Colombia,1486.7651181773042,1563.41790368289,home_win,Friendly
2017-11-10,England,Germany,1543.7521977582294,1687.6469460443775,draw,Friendly
2017-11-10,Belgium,Mexico,1625.9483545152589,1585.66277984684,draw,Friendly
2017-11-10,Japan,Brazil,1524.841590902751,1658.9559902005935,away_win,Friendly
2017-11-11,Côte d'Ivoire,Morocco,1497.662510204846,1507.6369956291885,away_win,FIFA World Cup qualification
2017-11-11,Qatar,Czechia,1445.45534798944,1443.6799647053974,away_win,Friendly
2017-11-12,Ghana,Egypt,1460.471800030006,1494.7769962954442,draw,FIFA World Cup qualification
2017-11-14,Senegal,South Africa,1560.1512988381833,1419.4808940213527,home_win,FIFA World Cup qualification
2017-11-14,Germany,France,1683.726934208454,1578.815039946522,draw,Friendly
2017-11-14,Portugal,United States,1598.8239310297756,1520.1138000709918,draw,Friendly
2017-11-14,Belgium,Japan,1624.7940110981522,1518.5207645007574,home_win,Friendly
2017-11-14,Austria,Uruguay,1489.032194288837,1533.1971832270374,home_win,Friendly
2017-11-14,England,Brazil,1547.672209594153,1665.2768166025871,draw,Friendly
2017-12-16,Japan,Korea Republic,1511.4875988509684,1498.93624975905,away_win,EAFF Championship
2017-12-26,Iraq,Qatar,1404.568854541702,1435.4042487956497,home_win,Gulf Cup
2018-01-28,United States,Bosnia and Herzegovina,1522.341282417881,1478.257821901966,draw,Friendly
2018-01-31,Mexico,Bosnia and Herzegovina,1586.8171232639468,1479.5198804605757,home_win,Friendly
2018-02-28,Iraq,Saudi Arabia,1429.0605343998498,1453.6677965957651,home_win,Friendly
2018-03-21,Iraq,Qatar,1439.7676064537345,1410.9125689375019,away_win,Friendly
2018-03-23,Senegal,Uzbekistan,1572.4689308509082,1482.0688194953239,draw,Friendly
2018-03-23,Uruguay,Czechia,1521.932815536313,1453.7310638991878,home_win,Friendly
2018-03-23,Tunisia,IR Iran,1533.4384339924532,1574.6068889651588,home_win,Friendly
2018-03-23,Portugal,Egypt,1596.5964486828864,1492.8086230246531,home_win,Friendly
2018-03-23,France,Colombia,1581.7460989391375,1551.2467721011442,away_win,Friendly
2018-03-23,Netherlands,England,1542.0938197827481,1550.9335254393827,away_win,Friendly
2018-03-23,Germany,Spain,1680.7958752158384,1550.5695847867403,draw,Friendly
2018-03-23,Norway,Australia,1424.8828009084436,1432.240097655062,home_win,Friendly
2018-03-24,Canada,New Zealand,1468.1096717264645,1416.547407277045,home_win,Friendly
2018-03-26,Portugal,Netherlands,1603.694991447146,1532.348192078242,away_win,Friendly
2018-03-27,United States,Paraguay,1521.0792238592715,1459.5195856181924,home_win,Friendly
2018-03-27,Switzerland,Panama,1460.1150519024666,1428.5070318137532,home_win,Friendly
2018-03-27,Spain,Argentina,1554.1516019749445,1637.5838745739638,home_win,Friendly
2018-03-27,Morocco,Uzbekistan,1527.0629757866243,1484.6135746525513,home_win,Friendly
2018-03-27,Mexico,Croatia,1593.8234337370197,1478.885823712153,away_win,Friendly
2018-03-27,Germany,Brazil,1677.2138580276342,1662.0155007573574,away_win,Friendly
2018-03-27,Bosnia and Herzegovina,Senegal,1472.5135699875027,1569.9241756936808,draw,Friendly
2018-03-27,Belgium,Saudi Arabia,1631.827176747941,1442.9607245418804,home_win,Friendly
2018-03-27,Australia,Colombia,1422.02836927941,1562.1223653251166,draw,Friendly
2018-03-27,Algeria,IR Iran,1459.5354057869718,1563.4274802249674,away_win,Friendly
2018-05-09,Algeria,Saudi Arabia,1452.4396107070081,1437.9178166351667,away_win,Friendly
2018-05-19,IR Iran,Uzbekistan,1570.523275304931,1475.829323176629,home_win,Friendly
2018-05-28,Portugal,Tunisia,1591.6698522768081,1544.6178427326445,draw,Friendly
2018-05-28,Türkiye,IR Iran,1525.4199981487316,1577.8633048905579,home_win,Friendly
2018-05-29,Argentina,Haiti,1625.2276194717874,1419.8235466640917,home_win,Friendly
2018-05-30,Japan,Ghana,1488.1751243147987,1462.4401733007971,away_win,Friendly
2018-06-01,Türkiye,Tunisia,1536.9180776416752,1545.963889481666,draw,Friendly
2018-06-01,Korea Republic,Bosnia and Herzegovina,1522.2487242952197,1475.2460472944501,away_win,Friendly
2018-06-01,Czechia,Australia,1445.6692367364299,1425.8554017492775,away_win,Friendly
2018-06-01,Algeria,Cabo Verde,1442.0218831029385,1479.026652018919,away_win,Friendly
2018-06-01,Colombia,Egypt,1558.2953328552492,1485.7100802603934,draw,Friendly
2018-06-02,Mexico,Scotland,1580.6308864624798,1464.4870547952235,home_win,Friendly
2018-06-02,Belgium,Portugal,1636.8700846546546,1590.3238055277866,draw,Friendly
2018-06-02,Austria,Germany,1500.2965619795614,1666.7766929548407,home_win,Friendly
2018-06-03,Croatia,Brazil,1492.078370986693,1672.4526658301509,away_win,Friendly
2018-06-03,Spain,Switzerland,1566.507857077121,1469.207801522451,draw,Friendly
2018-06-06,Norway,Panama,1435.0945292840956,1419.4142821937687,home_win,Friendly
2018-06-06,Belgium,Egypt,1635.5383330545528,1487.7693782857207,home_win,Friendly
2018-06-07,Uruguay,Uzbekistan,1529.994642699071,1468.4892935910023,home_win,Friendly
2018-06-07,Portugal,Algeria,1591.6555571278884,1433.0829567215771,home_win,Friendly
2018-06-08,Germany,Saudi Arabia,1652.3209198525362,1448.3355442392362,home_win,Friendly
2018-06-08,Croatia,Senegal,1486.84887727809,1567.1916983867334,home_win,Friendly
2018-06-08,Switzerland,Japan,1471.9373342579438,1477.4357645625048,home_win,Friendly
2018-06-09,France,United States,1570.870505715165,1529.3257065935447,draw,Friendly
2018-06-09,Tunisia,Spain,1545.7035889019617,1563.7783243416281,away_win,Friendly
2018-06-10,Austria,Brazil,1514.7523350818658,1677.682159538754,away_win,Friendly
2018-06-11,Korea Republic,Senegal,1510.9040717511452,1554.919602089288,away_win,Friendly
2018-06-12,Japan,Paraguay,1467.2775202276098,1451.2731028839191,home_win,Friendly
2018-06-15,Egypt,Uruguay,1481.783349179243,1538.2426399955236,away_win,FIFA World Cup
2018-06-15,Morocco,IR Iran,1535.8472272625465,1566.3652253976143,away_win,FIFA World Cup
2018-06-15,Portugal,Spain,1597.3840308055292,1573.258560452169,draw,FIFA World Cup
2018-06-16,France,Australia,1569.680416962657,1436.4250723197322,home_win,FIFA World Cup
2018-06-17,Germany,Mexico,1657.0427295202146,1587.4071945511853,away_win,FIFA World Cup
2018-06-17,Brazil,Switzerland,1683.3086562703263,1482.0955785928388,draw,FIFA World Cup
2018-06-18,Sweden,Korea Republic,1456.501013282646,1502.1642062166866,home_win,FIFA World Cup
2018-06-18,Belgium,Panama,1641.5243621610305,1409.8652898150717,home_win,FIFA World Cup
2018-06-18,Tunisia,England,1536.223352791421,1560.679153143889,away_win,FIFA World Cup
2018-06-19,Colombia,Japan,1556.236034829922,1476.8172016096166,away_win,FIFA World Cup
2018-06-20,Portugal,Morocco,1595.3042119423253,1508.4756067760998,home_win,FIFA World Cup
2018-06-20,Uruguay,Saudi Arabia,1563.4100169128817,1443.6137345715579,home_win,FIFA World Cup
2018-06-20,IR Iran,Spain,1593.736845884061,1575.3383793153728,away_win,FIFA World Cup
2018-06-21,Argentina,Croatia,1629.920035160156,1499.1209735755353,away_win,FIFA World Cup
2018-06-23,Belgium,Tunisia,1654.0388583246122,1508.3315556708283,home_win,FIFA World Cup
2018-06-23,Korea Republic,Mexico,1468.2438760349644,1623.3407692965511,away_win,FIFA World Cup
2018-06-23,Germany,Sweden,1621.1091547748488,1490.4213434643682,home_win,FIFA World Cup
2018-06-24,England,Panama,1588.5709502644816,1397.35079365149,home_win,FIFA World Cup
2018-06-24,Japan,Senegal,1513.557780166644,1563.6594676237467,draw,FIFA World Cup
2018-06-25,IR Iran,Portugal,1562.1496778979213,1617.9591107820293,draw,FIFA World Cup
2018-06-25,Saudi Arabia,Egypt,1423.5664487445483,1456.615972261885,home_win,FIFA World Cup
2018-06-25,Spain,Morocco,1606.9255473015126,1485.8207079363958,draw,FIFA World Cup
2018-06-27,Korea Republic,Germany,1450.8120527195556,1640.3283820456054,home_win,FIFA World Cup
2018-06-27,Mexico,Sweden,1640.77259261196,1471.2021161936116,away_win,FIFA World Cup
2018-06-28,Senegal,Colombia,1559.3630799036384,1519.4954562728944,away_win,FIFA World Cup
2018-06-28,Panama,Tunisia,1382.3748492125617,1490.2237783037742,away_win,FIFA World Cup
2018-06-28,England,Belgium,1603.5468947034099,1672.1466356916662,away_win,FIFA World Cup
2018-06-30,France,Argentina,1588.7070903767992,1589.1308977972672,home_win,FIFA World Cup
2018-06-30,Uruguay,Portugal,1583.4573027398912,1613.1811612618685,home_win,FIFA World Cup
2018-07-02,Belgium,Japan,1696.2990503049957,1517.8541678867523,home_win,FIFA World Cup
2018-07-02,Brazil,Mexico,1667.6475019851985,1597.1922598373972,home_win,FIFA World Cup
2018-07-03,Sweden,Switzerland,1514.7824489681743,1497.7567328779667,home_win,FIFA World Cup
2018-07-03,Colombia,England,1552.9228736888304,1579.3944800900804,draw,FIFA World Cup
2018-07-06,Uruguay,France,1616.017623569807,1618.7436848329742,away_win,FIFA World Cup
2018-07-06,Brazil,Belgium,1691.645948708171,1712.1165566599288,away_win,FIFA World Cup
2018-07-07,Sweden,England,1543.3135061109556,1577.1131506186832,away_win,FIFA World Cup
2018-07-10,France,Belgium,1648.5083026122463,1740.3510248049454,home_win,FIFA World Cup
2018-07-11,Croatia,England,1539.9101109384242,1604.2038268898898,home_win,FIFA World Cup
2018-07-14,Belgium,England,1702.6003844898023,1568.7147748878838,home_win,FIFA World Cup
2018-07-15,France,Croatia,1686.2589429273894,1575.3991629404302,home_win,FIFA World Cup
2018-09-06,Austria,Sweden,1509.1258383502934,1516.222829839749,home_win,Friendly
2018-09-06,Portugal,Croatia,1580.6208404319527,1554.6594100107777,draw,Friendly
2018-09-06,Germany,France,1595.414819104039,1706.9986958570419,draw,UEFA Nations League
2018-09-07,Mexico,Uruguay,1573.1938131144245,1586.2530057905349,away_win,Friendly
2018-09-07,Scotland,Belgium,1457.710746706518,1721.5799489840622,away_win,Friendly
2018-09-07,United States,Brazil,1530.5157953460528,1663.4114805631546,away_win,Friendly
2018-09-08,England,Spain,1549.735210393624,1596.872405176949,away_win,UEFA Nations League
2018-09-09,France,Netherlands,1700.0111131763676,1544.37333124858,home_win,UEFA Nations League
2018-09-10,Sweden,Türkiye,1506.0185904103876,1537.1783782213795,away_win,UEFA Nations League
2018-09-11,Uzbekistan,IR Iran,1460.2412962945496,1566.927627418082,away_win,Friendly
2018-09-11,United States,Mexico,1524.1646006556305,1563.5695099813154,home_win,Friendly
2018-09-11,England,Switzerland,1530.2692320613548,1469.2256757351854,home_win,Friendly
2018-09-11,Bosnia and Herzegovina,Austria,1486.5906998385246,1519.3300777796549,home_win,UEFA Nations League
2018-09-11,Spain,Croatia,1616.3383835092181,1555.405252416932,home_win,UEFA Nations League
2018-09-11,Colombia,Argentina,1555.2042031602275,1559.0943033410922,draw,Friendly
2018-10-11,Argentina,Iraq,1558.982341936114,1428.9389959644225,home_win,Friendly
2018-10-11,Türkiye,Bosnia and Herzegovina,1557.6658569076449,1511.2046553807074,draw,Friendly
2018-10-11,United States,Colombia,1535.2939269790295,1555.3161645652058,away_win,Friendly
2018-10-12,Qatar,Ecuador,1421.741179426814,1429.4308024937682,home_win,Friendly
2018-10-12,Korea Republic,Uruguay,1495.725615661122,1595.877308923644,home_win,Friendly
2018-10-12,Saudi Arabia,Brazil,1456.4115976273142,1669.7626752535768,away_win,Friendly
2018-10-12,Croatia,England,1536.8113286766677,1538.5301158324473,draw,UEFA Nations League
2018-10-12,Belgium,Switzerland,1725.1722632531862,1460.964791964093,home_win,UEFA Nations League
2018-10-12,Japan,Panama,1502.0366615318192,1361.3992643143854,home_win,Kirin Challenge Cup
2018-10-13,Netherlands,Germany,1531.3283251988419,1602.4024017847132,home_win,UEFA Nations League
2018-10-14,Scotland,Portugal,1454.118432437394,1579.8749980257985,away_win,Friendly
2018-10-15,Spain,England,1634.9323072494824,1538.4188077306455,away_win,UEFA Nations League
2018-10-15,Croatia,Jordan,1536.9226367784695,1385.6391551364989,home_win,Friendly
2018-10-15,Saudi Arabia,Iraq,1451.8814813026645,1422.5164223389706,draw,Friendly
2018-10-16,Argentina,Brazil,1565.4049155615658,1674.2927915782266,away_win,Superclásico de las Américas
2018-10-16,Korea Republic,Panama,1508.5309386291128,1355.2396384181645,draw,Friendly
2018-10-16,Uzbekistan,Qatar,1453.218969815716,1431.962468438379,home_win,Friendly
2018-10-16,Belgium,Netherlands,1733.2420664555962,1558.3679483940434,draw,Friendly
2018-10-16,France,Germany,1713.0561192261057,1575.3627785895117,home_win,UEFA Nations League
2018-10-16,Japan,Uruguay,1508.19628742804,1583.0719859556532,home_win,Kirin Challenge Cup
2018-11-14,Switzerland,Qatar,1452.894988761683,1422.5735175064294,away_win,Friendly
2018-11-15,Croatia,Spain,1542.8241539545447,1606.338030169983,home_win,UEFA Nations League
2018-11-15,Austria,Bosnia and Herzegovina,1494.716122237472,1512.5340016020043,draw,UEFA Nations League
2018-11-15,England,United States,1567.0130848101448,1525.869576187461,home_win,Friendly
2018-11-16,Netherlands,France,1563.0152540071258,1727.0783428469583,home_win,UEFA Nations League
2018-11-16,Argentina,Mexico,1553.216710198997,1552.4401836579164,home_win,Friendly
2018-11-16,Brazil,Uruguay,1686.4809969407954,1570.9496457537477,home_win,Friendly
2018-11-16,Egypt,Tunisia,1423.770823379119,1511.1993632019505,home_win,African Cup of Nations qualification
2018-11-17,Australia,Korea Republic,1417.39839890559,1504.3844875424493,draw,Friendly
2018-11-17,Türkiye,Sweden,1556.336510686348,1485.5311117241222,away_win,UEFA Nations League
2018-11-18,Spain,Bosnia and Herzegovina,1579.7700730257368,1511.3811225998018,home_win,Friendly
2018-11-18,Switzerland,Belgium,1442.0244756139036,1728.5947608425138,home_win,UEFA Nations League
2018-11-18,England,Croatia,1575.8343841020135,1569.392111098791,home_win,UEFA Nations League
2018-11-19,Germany,Netherlands,1561.340554968659,1595.4149042589825,draw,UEFA Nations League
2018-11-20,Argentina,Mexico,1563.1943600057398,1542.4625338511735,home_win,Friendly
2018-11-20,France,Uruguay,1694.6786925951017,1564.1575320920172,home_win,Friendly
2018-11-20,Jordan,Saudi Arabia,1379.7376379604236,1451.0382937890797,draw,Friendly
2018-11-20,Korea Republic,Uzbekistan,1501.9318599385624,1462.6079207476655,home_win,Friendly
2018-11-20,Panama,Ecuador,1359.386089504828,1419.2095134822032,away_win,Friendly
2018-11-20,South Africa,Paraguay,1407.1632620086277,1441.7334215019123,draw,Friendly
2018-11-20,Tunisia,Morocco,1489.386326179736,1495.8738500609593,away_win,Friendly
2018-12-23,Qatar,Jordan,1433.4440306542087,1381.7615034472815,home_win,Friendly
2018-12-27,Qatar,Algeria,1441.9673637247013,1427.3544830439364,away_win,Friendly
2018-12-31,Korea Republic,Saudi Arabia,1510.8048344607118,1449.0144283022219,draw,Friendly
2018-12-31,Qatar,IR Iran,1431.547019040746,1573.9499538969155,away_win,Friendly
2019-01-06,Australia,Jordan,1419.851026509477,1373.238170376789,away_win,AFC Asian Cup
2019-01-16,IR Iran,Iraq,1580.0663429077085,1423.3596098525554,draw,AFC Asian Cup
2019-01-17,Saudi Arabia,Qatar,1450.7743826210717,1425.430630029953,away_win,AFC Asian Cup
2019-01-17,Japan,Uzbekistan,1520.3186276299455,1453.734946225516,home_win,AFC Asian Cup
2019-01-21,Australia,Uzbekistan,1391.5169419929905,1433.4682220709956,draw,AFC Asian Cup
2019-01-21,Japan,Saudi Arabia,1540.585351784466,1423.9539806712899,home_win,AFC Asian Cup
2019-01-22,Qatar,Iraq,1452.2510319797348,1433.9284113829726,home_win,AFC Asian Cup
